2026-06-03 15:01:16 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780491676225 x=-0.000 y=0.013 z=9.813
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780491679267 x=-0.013 y=-0.014 z=9.797
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780491679273 x=-0.164 y=-0.550 z=-0.566
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780491679276 x=20.791 y=-4.819 z=42.183
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780491679279 x=0.001 y=-0.004 z=9.803
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780491679283 x=0.356 y=-0.396 z=0.141
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780491679286 x=20.330 y=-5.917 z=39.292
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780491679290 x=-0.014 y=-0.002 z=9.792
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780491679294 x=-0.492 y=-0.439 z=0.158
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780491679297 x=16.519 y=-5.208 z=40.610
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780491679314 x=-0.015 y=-0.004 z=9.816
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780491679318 x=-0.089 y=-0.368 z=0.239
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780491679323 x=19.848 y=-5.937 z=39.243
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780491679328 x=-0.011 y=-0.002 z=9.817
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780491679331 x=0.270 y=-0.007 z=-0.053
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780491679335 x=20.016 y=-4.245 z=39.640
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780491679340 x=-0.007 y=0.004 z=9.796
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780491679342 x=-0.824 y=-0.002 z=0.181
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780491679345 x=20.742 y=-3.987 z=39.436
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780491679348 x=-0.018 y=-0.011 z=9.823
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780491679350 x=0.149 y=-0.548 z=0.285
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780491679353 x=20.426 y=-5.538 z=39.630
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780491679356 x=-0.024 y=0.002 z=9.798
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780491679358 x=-0.107 y=0.402 z=-0.483
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780491679361 x=20.416 y=-4.689 z=37.440
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780491679364 x=-0.018 y=-0.016 z=9.820
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780491679367 x=0.409 y=0.319 z=0.111
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780491679370 x=19.210 y=-4.371 z=38.384
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780491679374 x=-0.015 y=-0.009 z=9.794
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780491679377 x=0.254 y=-0.144 z=-0.623
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780491679379 x=18.633 y=-5.214 z=42.181
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780491679381 x=-0.009 y=-0.002 z=9.797
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780491679384 x=-0.250 y=0.280 z=0.027
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780491679386 x=21.212 y=-5.914 z=40.050
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780491679388 x=-0.011 y=0.000 z=9.819
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780491679390 x=-0.240 y=-0.191 z=-0.142
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780491679393 x=20.637 y=-3.488 z=38.289
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780491679396 x=-0.008 y=-0.004 z=9.801
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780491679399 x=-0.330 y=-0.827 z=-0.276
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780491679402 x=20.930 y=-4.077 z=41.044
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780491679406 x=-0.011 y=-0.006 z=9.805
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780491679408 x=-0.030 y=-0.524 z=-0.260
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780491679410 x=19.186 y=-6.146 z=39.469
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780491679412 x=-0.013 y=-0.013 z=9.811
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780491679414 x=-0.066 y=0.178 z=0.974
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780491679416 x=19.853 y=-4.245 z=40.057
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780491679419 x=-0.010 y=0.003 z=9.818
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780491679423 x=0.007 y=0.264 z=-0.080
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780491679426 x=20.132 y=-5.010 z=40.300
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780491679428 x=-0.019 y=0.001 z=9.806
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780491679432 x=0.533 y=-0.294 z=-0.455
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780491679434 x=21.354 y=-4.383 z=39.869
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780491679438 x=-0.006 y=-0.013 z=9.798
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780491679441 x=-0.903 y=-0.727 z=1.300
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780491679444 x=20.166 y=-5.172 z=40.341
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780491679450 x=-0.008 y=-0.011 z=9.806
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780491679458 x=0.293 y=-0.396 z=-0.400
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780491679462 x=19.553 y=-4.546 z=39.401
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780491679465 x=-0.004 y=-0.006 z=9.809
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780491679468 x=0.019 y=-0.054 z=0.137
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780491679474 x=21.082 y=-3.887 z=41.973
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780491679479 x=-0.024 y=-0.007 z=9.829
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780491679482 x=0.392 y=-0.838 z=0.299
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780491679485 x=19.414 y=-3.555 z=39.896
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780491679488 x=-0.017 y=-0.008 z=9.820
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780491679495 x=-0.236 y=0.889 z=0.909
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780491679501 x=18.329 y=-4.883 z=39.232
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780491679509 x=-0.006 y=-0.008 z=9.808
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780491679512 x=-0.286 y=0.747 z=1.014
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780491679515 x=18.960 y=-5.334 z=39.458
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780491679518 x=-0.011 y=-0.001 z=9.819
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780491679522 x=-0.301 y=-0.218 z=0.275
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780491679525 x=21.026 y=-5.117 z=40.189
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780491679527 x=-0.015 y=-0.001 z=9.800
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780491679531 x=0.176 y=0.465 z=-0.825
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780491679534 x=18.983 y=-4.633 z=38.376
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780491679540 x=-0.016 y=-0.008 z=9.831
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780491679542 x=-0.147 y=0.750 z=0.154
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780491679545 x=21.815 y=-6.647 z=38.677
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780491679547 x=-0.009 y=-0.005 z=9.818
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780491679549 x=0.416 y=0.529 z=0.350
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780491679552 x=20.641 y=-3.429 z=39.832
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780491679555 x=-0.012 y=-0.008 z=9.813
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780491679557 x=0.016 y=0.604 z=-0.813
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780491679559 x=20.446 y=-6.235 z=39.452
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780491679562 x=-0.016 y=-0.005 z=9.817
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780491679564 x=-1.429 y=-0.566 z=0.073
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780491679566 x=18.951 y=-5.619 z=39.871
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780491679568 x=-0.014 y=-0.009 z=9.793
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780491679571 x=-0.602 y=0.812 z=-0.790
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780491679574 x=20.727 y=-5.966 z=40.541
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780491679576 x=-0.016 y=-0.015 z=9.802
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780491679578 x=0.914 y=-0.843 z=-0.211
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780491679580 x=19.293 y=-4.526 z=39.334
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780491679582 x=-0.013 y=-0.000 z=9.822
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780491679584 x=-0.247 y=0.918 z=-0.656
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780491679587 x=20.721 y=-5.672 z=41.895
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780491679590 x=-0.015 y=-0.010 z=9.798
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780491679593 x=-0.023 y=0.002 z=0.546
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780491679595 x=20.224 y=-6.613 z=41.111
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780491679597 x=-0.015 y=-0.010 z=9.820
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780491679608 x=0.275 y=-1.803 z=0.468
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780491679612 x=19.646 y=-4.993 z=39.325
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780491679614 x=-0.011 y=-0.002 z=9.809
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780491679617 x=-0.991 y=-0.004 z=-0.181
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780491679621 x=20.160 y=-5.519 z=39.446
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780491679624 x=-0.013 y=-0.011 z=9.794
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780491679627 x=-0.292 y=0.376 z=-0.130
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780491679629 x=20.249 y=-5.069 z=41.804
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780491679632 x=-0.020 y=-0.010 z=9.816
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780491679634 x=0.545 y=-0.227 z=-0.053
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780491679637 x=20.272 y=-3.996 z=41.351
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780491679646 x=-0.018 y=-0.011 z=9.806
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780491679653 x=-0.397 y=-0.351 z=-0.390
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780491679656 x=20.101 y=-5.476 z=41.436
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780491679662 x=-0.031 y=-0.006 z=9.817
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780491679665 x=-0.048 y=0.124 z=0.676
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780491679668 x=18.414 y=-4.679 z=40.191
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780491679671 x=-0.021 y=-0.005 z=9.805
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780491679674 x=0.066 y=-0.093 z=0.232
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780491679677 x=22.626 y=-5.727 z=40.945
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780491679679 x=-0.023 y=-0.004 z=9.799
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780491679683 x=-0.173 y=0.323 z=-0.752
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780491679686 x=21.887 y=-4.882 z=39.317
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780491679688 x=-0.016 y=-0.010 z=9.815
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780491679692 x=-0.096 y=0.088 z=-0.229
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780491679694 x=18.991 y=-5.999 z=39.740
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780491679696 x=-0.020 y=-0.016 z=9.812
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780491679702 x=0.069 y=1.234 z=0.359
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780491679705 x=19.283 y=-4.166 z=38.437
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780491679708 x=-0.013 y=-0.003 z=9.814
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780491679710 x=-0.810 y=-0.046 z=-0.102
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780491679712 x=21.275 y=-6.563 z=40.475
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780491679714 x=-0.010 y=-0.006 z=9.792
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780491679719 x=-0.433 y=0.843 z=-0.074
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780491679721 x=21.229 y=-5.031 z=39.546
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780491679724 x=-0.022 y=-0.005 z=9.795
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780491679728 x=-0.222 y=-0.152 z=-0.155
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780491679730 x=19.558 y=-5.430 z=39.528
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780491679734 x=-0.020 y=-0.005 z=9.821
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780491679739 x=-0.043 y=0.073 z=-0.329
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780491679741 x=19.845 y=-3.846 z=41.569
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780491679744 x=-0.014 y=-0.007 z=9.811
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780491679748 x=0.170 y=0.050 z=-0.243
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780491679751 x=21.145 y=-5.535 z=41.020
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780491679755 x=-0.016 y=-0.009 z=9.829
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780491679759 x=-0.774 y=-0.101 z=0.486
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780491679762 x=20.620 y=-3.654 z=40.360
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780491679765 x=-0.011 y=-0.002 z=9.803
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780491679771 x=-0.391 y=0.263 z=-0.233
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780491679773 x=18.840 y=-4.712 z=41.269
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780491679776 x=-0.015 y=-0.004 z=9.802
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780491679781 x=-0.431 y=-0.163 z=0.107
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780491679836 x=21.334 y=-5.302 z=42.508
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780491679840 x=-0.023 y=-0.009 z=9.822
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780491679843 x=-0.390 y=0.455 z=-0.014
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780491679847 x=20.558 y=-5.270 z=40.138
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780491679852 x=-0.008 y=-0.002 z=9.814
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780491679857 x=0.072 y=-0.227 z=-0.512
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780491679861 x=21.313 y=-5.025 z=38.937
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780491679864 x=-0.011 y=-0.001 z=9.805
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780491679867 x=-0.063 y=0.215 z=-0.247
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780491679871 x=20.218 y=-5.567 z=40.869
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780491679873 x=-0.012 y=-0.003 z=9.825
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780491679876 x=-0.153 y=-1.128 z=0.118
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780491679878 x=19.889 y=-4.818 z=39.908
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780491679880 x=-0.018 y=-0.013 z=9.804
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780491679882 x=0.177 y=-0.464 z=-0.187
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780491679887 x=19.586 y=-3.741 z=40.710
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780491679889 x=-0.021 y=-0.015 z=9.811
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780491679892 x=0.242 y=0.583 z=0.055
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780491679895 x=21.909 y=-4.919 z=40.322
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780491679897 x=-0.021 y=-0.006 z=9.836
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780491679900 x=-0.199 y=0.135 z=-0.099
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780491679904 x=20.155 y=-4.111 z=39.845
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780491679907 x=-0.015 y=-0.016 z=9.818
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780491679910 x=0.543 y=-0.205 z=-0.015
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780491679912 x=21.052 y=-6.809 z=40.521
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780491679915 x=-0.015 y=-0.003 z=9.808
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780491679919 x=0.243 y=0.118 z=-0.253
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780491679923 x=19.242 y=-4.404 z=41.142
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780491679926 x=-0.024 y=-0.021 z=9.814
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780491679929 x=-0.330 y=-0.518 z=0.427
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780491679931 x=18.835 y=-5.785 z=38.515
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780491679935 x=-0.012 y=-0.007 z=9.815
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780491679939 x=0.023 y=0.064 z=-0.083
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780491679942 x=21.332 y=-3.851 z=40.580
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780491679945 x=-0.025 y=-0.009 z=9.810
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780491679947 x=-0.151 y=0.044 z=-0.225
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780491679951 x=20.495 y=-4.249 z=39.439
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780491679955 x=-0.018 y=-0.006 z=9.820
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780491679958 x=-0.531 y=-0.211 z=-0.921
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780491679961 x=20.024 y=-6.026 z=40.513
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780491679964 x=-0.010 y=-0.008 z=9.808
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780491679968 x=-0.334 y=-0.032 z=-0.449
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780491679972 x=19.949 y=-3.749 z=41.729
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780491679974 x=-0.011 y=-0.006 z=9.811
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780491679977 x=-0.594 y=0.462 z=0.156
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780491679980 x=20.815 y=-3.915 z=41.452
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780491679983 x=-0.018 y=-0.007 z=9.800
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780491679987 x=0.874 y=-0.085 z=-0.102
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780491679990 x=20.492 y=-6.292 z=39.260
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780491679993 x=-0.021 y=-0.020 z=9.805
2026-06-03 15:01:19 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780491679996 x=0.491 y=-0.073 z=0.333
2026-06-03 15:01:20 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780491679999 x=19.927 y=-3.497 z=39.617
2026-06-03 15:01:20 | DEBUG    | biot.database.sensor_repository | insert_accel ts=1780491680002 x=-0.013 y=-0.013 z=9.808
2026-06-03 15:01:20 | DEBUG    | biot.database.sensor_repository | insert_gyro ts=1780491680005 x=-0.189 y=0.486 z=-0.568
2026-06-03 15:01:20 | DEBUG    | biot.database.sensor_repository | insert_magnet ts=1780491680008 x=21.639 y=-5.022 z=39.795
