2026-06-03 15:01:16 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '-0.0002,0.0127,9.8132'
2026-06-03 15:01:17 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.3419,-0.0304,0.2887'
2026-06-03 15:01:17 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '18.5164,-5.9714,40.3839'
2026-06-03 15:01:17 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0136,0.0102,9.8051'
2026-06-03 15:01:17 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.797,-1.2989,0.3541'
2026-06-03 15:01:17 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '19.5932,-5.0853,39.2344'
2026-06-03 15:01:17 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0182,0.0058,9.8064'
2026-06-03 15:01:17 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.1605,-0.1244,-0.0889'
2026-06-03 15:01:17 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '20.8686,-3.9787,40.0609'
2026-06-03 15:01:17 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0126,0.0046,9.825'
2026-06-03 15:01:17 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '0.0971,-0.3076,0.7212'
2026-06-03 15:01:17 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '17.9736,-3.2281,39.1623'
2026-06-03 15:01:17 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0221,0.0152,9.8089'
2026-06-03 15:01:17 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.2402,-0.1394,-0.1234'
2026-06-03 15:01:17 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '20.5762,-3.2061,40.2962'
2026-06-03 15:01:17 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0125,0.0149,9.8123'
2026-06-03 15:01:17 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '0.4168,-0.372,-1.0173'
2026-06-03 15:01:17 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '19.5922,-6.6795,38.4527'
2026-06-03 15:01:17 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0143,0.0171,9.8137'
2026-06-03 15:01:17 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '0.305,-0.4165,0.5445'
2026-06-03 15:01:17 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '21.8178,-4.5893,38.6791'
2026-06-03 15:01:17 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0159,0.0205,9.7991'
2026-06-03 15:01:17 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.6379,0.1466,0.3726'
2026-06-03 15:01:17 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '20.9608,-3.8635,38.5294'
2026-06-03 15:01:17 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0187,0.0077,9.8164'
2026-06-03 15:01:17 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '0.3405,0.2003,-0.9984'
2026-06-03 15:01:17 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '19.8072,-5.8207,38.6992'
2026-06-03 15:01:17 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0199,0.0108,9.8122'
2026-06-03 15:01:17 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '0.4025,0.5125,-0.2006'
2026-06-03 15:01:17 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '22.0662,-6.7292,39.4155'
2026-06-03 15:01:17 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0143,0.0054,9.7971'
2026-06-03 15:01:17 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '0.4377,0.1947,0.4169'
2026-06-03 15:01:17 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '20.965,-5.9809,40.2823'
2026-06-03 15:01:17 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0209,-0.0003,9.8065'
2026-06-03 15:01:17 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '0.2347,-0.882,0.0866'
2026-06-03 15:01:17 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '19.8144,-6.012,40.3007'
2026-06-03 15:01:17 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0175,-0.002,9.8219'
2026-06-03 15:01:17 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.1727,-0.2425,0.0968'
2026-06-03 15:01:17 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '21.0297,-4.7133,39.0526'
2026-06-03 15:01:17 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0147,0.0024,9.7787'
2026-06-03 15:01:17 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '0.5875,0.4712,0.35'
2026-06-03 15:01:17 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '21.2502,-6.0123,37.5456'
2026-06-03 15:01:17 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0249,0.0,9.8063'
2026-06-03 15:01:17 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '0.0996,0.5918,-0.2141'
2026-06-03 15:01:17 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '19.5205,-4.5265,40.0984'
2026-06-03 15:01:17 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0224,0.0025,9.8231'
2026-06-03 15:01:17 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '0.5249,-0.0179,0.8955'
2026-06-03 15:01:17 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '20.524,-5.337,40.7048'
2026-06-03 15:01:17 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0126,0.0147,9.8132'
2026-06-03 15:01:17 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '0.2238,-0.6354,0.1166'
2026-06-03 15:01:17 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '20.2345,-6.3696,38.1671'
2026-06-03 15:01:17 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0141,-0.0012,9.7943'
2026-06-03 15:01:17 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '0.7674,-1.0987,0.3507'
2026-06-03 15:01:17 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '22.0329,-3.2064,39.2709'
2026-06-03 15:01:17 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0162,0.014,9.8035'
2026-06-03 15:01:17 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.7106,0.3628,-0.1258'
2026-06-03 15:01:17 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '20.6183,-4.8475,41.7029'
2026-06-03 15:01:17 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0133,0.0039,9.7845'
2026-06-03 15:01:17 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '0.6145,-0.6934,0.2829'
2026-06-03 15:01:17 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '19.8106,-6.1229,39.5101'
2026-06-03 15:01:17 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0112,0.015,9.8072'
2026-06-03 15:01:17 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '0.2731,0.1319,0.1657'
2026-06-03 15:01:17 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '20.0016,-5.5882,41.5978'
2026-06-03 15:01:17 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0113,0.0092,9.816'
2026-06-03 15:01:17 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '0.2001,1.2492,0.4089'
2026-06-03 15:01:18 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '21.4529,-4.8736,40.3109'
2026-06-03 15:01:18 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0142,0.0025,9.7997'
2026-06-03 15:01:18 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '0.0118,0.1804,1.0282'
2026-06-03 15:01:18 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '20.8941,-3.8437,40.6362'
2026-06-03 15:01:18 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0206,0.0177,9.8125'
2026-06-03 15:01:18 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '0.0829,0.3764,-0.7471'
2026-06-03 15:01:18 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '19.9702,-6.179,39.8474'
2026-06-03 15:01:18 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0108,0.0048,9.8015'
2026-06-03 15:01:18 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.0955,0.27,0.16'
2026-06-03 15:01:18 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '20.5389,-4.4716,40.4952'
2026-06-03 15:01:18 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0218,0.0037,9.7946'
2026-06-03 15:01:18 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.7321,0.4417,-0.0863'
2026-06-03 15:01:18 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '19.515,-5.9081,40.9616'
2026-06-03 15:01:18 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0161,0.008,9.7924'
2026-06-03 15:01:18 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.4203,-0.962,-0.6717'
2026-06-03 15:01:18 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '18.4572,-6.1965,42.3667'
2026-06-03 15:01:18 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0152,0.0141,9.8172'
2026-06-03 15:01:18 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.0579,0.4795,0.0041'
2026-06-03 15:01:18 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '21.1345,-4.9024,40.0351'
2026-06-03 15:01:18 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0146,0.0063,9.8106'
2026-06-03 15:01:18 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '0.0094,0.2275,-0.0831'
2026-06-03 15:01:18 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '20.9264,-7.2435,43.2238'
2026-06-03 15:01:18 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0164,0.009,9.7996'
2026-06-03 15:01:18 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '0.0418,-0.8851,-0.034'
2026-06-03 15:01:18 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '21.6844,-4.4502,39.1722'
2026-06-03 15:01:18 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0204,0.0112,9.8182'
2026-06-03 15:01:18 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '0.8035,0.0495,-0.0233'
2026-06-03 15:01:18 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '17.6431,-5.2479,40.6778'
2026-06-03 15:01:18 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.015,0.003,9.8396'
2026-06-03 15:01:18 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.4876,-0.3578,0.8326'
2026-06-03 15:01:18 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '20.8461,-5.6792,40.6688'
2026-06-03 15:01:18 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0223,0.0004,9.8251'
2026-06-03 15:01:18 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '0.2022,0.2316,0.3023'
2026-06-03 15:01:18 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '18.9938,-3.5834,39.2088'
2026-06-03 15:01:18 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0119,0.0089,9.8018'
2026-06-03 15:01:18 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '0.0948,0.9678,-0.4853'
2026-06-03 15:01:18 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '20.957,-4.9788,39.2705'
2026-06-03 15:01:18 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0166,0.0181,9.8103'
2026-06-03 15:01:18 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.3004,-0.8346,-0.7497'
2026-06-03 15:01:18 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '18.7482,-5.1207,41.1613'
2026-06-03 15:01:18 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0097,0.005,9.8023'
2026-06-03 15:01:18 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.5173,0.0231,-0.8746'
2026-06-03 15:01:18 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '19.6158,-5.6596,39.6312'
2026-06-03 15:01:18 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0138,0.0081,9.7957'
2026-06-03 15:01:18 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '0.1975,0.6213,0.5793'
2026-06-03 15:01:18 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '20.3665,-5.1293,40.0635'
2026-06-03 15:01:18 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0139,0.0032,9.8097'
2026-06-03 15:01:18 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '0.3441,-0.0332,0.1238'
2026-06-03 15:01:18 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '18.7001,-3.3906,40.7159'
2026-06-03 15:01:18 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0143,0.0087,9.8219'
2026-06-03 15:01:18 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.715,0.019,0.1177'
2026-06-03 15:01:18 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '19.0645,-5.4968,40.356'
2026-06-03 15:01:18 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.017,0.0067,9.8227'
2026-06-03 15:01:18 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.1409,0.2184,0.1235'
2026-06-03 15:01:18 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '19.3365,-3.4808,39.7147'
2026-06-03 15:01:18 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0207,0.0089,9.8049'
2026-06-03 15:01:18 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.2812,-0.2242,-0.5527'
2026-06-03 15:01:18 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '20.4641,-3.859,39.4536'
2026-06-03 15:01:18 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0136,-0.0012,9.8087'
2026-06-03 15:01:18 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '0.3295,-0.4912,0.2604'
2026-06-03 15:01:18 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '20.3705,-4.2954,39.45'
2026-06-03 15:01:18 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0119,0.0074,9.7939'
2026-06-03 15:01:18 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.4332,0.4979,-1.0486'
2026-06-03 15:01:18 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '17.2438,-5.1303,39.9329'
2026-06-03 15:01:18 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0132,0.0039,9.8119'
2026-06-03 15:01:18 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.6654,-0.2325,0.3187'
2026-06-03 15:01:18 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '22.8379,-4.7258,39.8179'
2026-06-03 15:01:18 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0149,-0.003,9.7983'
2026-06-03 15:01:18 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '0.4181,0.5687,0.3984'
2026-06-03 15:01:18 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '20.5984,-2.2736,40.1491'
2026-06-03 15:01:18 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.007,0.003,9.7909'
2026-06-03 15:01:18 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '0.2684,0.3995,-0.38'
2026-06-03 15:01:18 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '21.3367,-5.4009,40.3196'
2026-06-03 15:01:18 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0131,0.0063,9.8179'
2026-06-03 15:01:18 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.771,-0.5499,-0.1102'
2026-06-03 15:01:18 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '19.7581,-5.2451,39.6389'
2026-06-03 15:01:18 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0128,0.0056,9.8039'
2026-06-03 15:01:18 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.082,0.5017,-0.2501'
2026-06-03 15:01:18 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '20.0846,-4.9388,39.9839'
2026-06-03 15:01:18 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.008,0.0067,9.8214'
2026-06-03 15:01:18 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.2561,0.0259,-0.469'
2026-06-03 15:01:18 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '20.4275,-5.0856,40.9143'
2026-06-03 15:01:18 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0106,0.0089,9.8097'
2026-06-03 15:01:18 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '0.0669,-0.1739,-0.2039'
2026-06-03 15:01:18 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '21.5735,-4.7458,40.721'
2026-06-03 15:01:18 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0173,0.0034,9.8072'
2026-06-03 15:01:18 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.4868,0.3701,-0.0982'
2026-06-03 15:01:18 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '20.9812,-4.7771,40.982'
2026-06-03 15:01:18 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0167,0.0073,9.8069'
2026-06-03 15:01:18 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '0.0263,-0.1074,-0.127'
2026-06-03 15:01:18 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '20.5593,-6.6504,38.9102'
2026-06-03 15:01:18 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0093,0.0098,9.8059'
2026-06-03 15:01:18 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.0654,0.3465,-0.2923'
2026-06-03 15:01:18 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '19.1915,-4.2831,39.0787'
2026-06-03 15:01:18 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0127,-0.0007,9.8222'
2026-06-03 15:01:18 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.1252,-0.5156,0.2906'
2026-06-03 15:01:18 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '17.2134,-3.8725,39.9833'
2026-06-03 15:01:18 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0172,-0.0074,9.8001'
2026-06-03 15:01:18 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.789,0.2684,0.0707'
2026-06-03 15:01:18 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '20.6081,-5.8547,39.8782'
2026-06-03 15:01:18 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0071,0.0053,9.8097'
2026-06-03 15:01:18 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '0.1274,0.0702,0.6634'
2026-06-03 15:01:18 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '20.0005,-4.5636,40.2809'
2026-06-03 15:01:18 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0095,0.0152,9.8153'
2026-06-03 15:01:18 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.4088,0.1756,-0.0203'
2026-06-03 15:01:18 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '21.7817,-4.2963,39.2731'
2026-06-03 15:01:18 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0076,-0.0042,9.7959'
2026-06-03 15:01:18 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '0.5286,-0.0065,-0.1421'
2026-06-03 15:01:18 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '20.3993,-4.8026,40.2966'
2026-06-03 15:01:18 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0116,0.0014,9.8149'
2026-06-03 15:01:18 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.3846,-0.555,0.3114'
2026-06-03 15:01:18 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '19.6993,-2.7326,41.0322'
2026-06-03 15:01:18 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0121,0.0019,9.8052'
2026-06-03 15:01:18 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.5771,-0.2092,0.1285'
2026-06-03 15:01:18 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '20.0053,-4.7406,39.553'
2026-06-03 15:01:18 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0096,-0.0078,9.8064'
2026-06-03 15:01:18 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.54,0.5273,0.8301'
2026-06-03 15:01:18 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '19.0169,-5.5215,38.9826'
2026-06-03 15:01:18 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0116,0.0049,9.8152'
2026-06-03 15:01:18 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '0.0655,0.5464,0.5255'
2026-06-03 15:01:18 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '21.9633,-4.4655,38.1595'
2026-06-03 15:01:18 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0103,0.0062,9.7945'
2026-06-03 15:01:18 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '0.4265,-0.1625,0.9293'
2026-06-03 15:01:18 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '19.5359,-5.1512,39.0081'
2026-06-03 15:01:18 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0075,0.011,9.8048'
2026-06-03 15:01:18 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '0.0583,0.0364,-0.9586'
2026-06-03 15:01:18 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '21.04,-6.3687,40.3635'
2026-06-03 15:01:18 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '-0.0012,0.0093,9.8076'
2026-06-03 15:01:18 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.244,0.1021,0.2439'
2026-06-03 15:01:18 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '20.7026,-4.514,39.4675'
2026-06-03 15:01:18 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.013,0.0081,9.7982'
2026-06-03 15:01:18 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '0.5454,-0.2134,0.0617'
2026-06-03 15:01:18 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '19.2619,-4.8456,39.7049'
2026-06-03 15:01:18 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0051,0.0054,9.7945'
2026-06-03 15:01:18 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.8263,0.9945,-0.0572'
2026-06-03 15:01:18 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '20.2808,-4.8448,39.6608'
2026-06-03 15:01:18 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.004,-0.0016,9.8034'
2026-06-03 15:01:18 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '-0.3665,0.6802,-0.3759'
2026-06-03 15:01:18 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '18.1585,-2.4104,40.2242'
2026-06-03 15:01:18 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0159,-0.0015,9.8075'
2026-06-03 15:01:18 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '0.7321,0.1424,-1.0563'
2026-06-03 15:01:18 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '17.5608,-6.1876,40.0343'
2026-06-03 15:01:18 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0114,0.0124,9.8023'
2026-06-03 15:01:18 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '0.1474,-0.1834,1.2873'
2026-06-03 15:01:18 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '20.7484,-6.2823,41.1405'
2026-06-03 15:01:18 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.01,0.0034,9.7973'
2026-06-03 15:01:18 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '0.9484,-0.3081,-1.5471'
2026-06-03 15:01:18 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '20.6361,-3.1365,41.4526'
2026-06-03 15:01:18 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0024,0.0009,9.811'
2026-06-03 15:01:18 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '0.4383,0.6349,0.3971'
2026-06-03 15:01:18 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '20.0177,-4.6794,39.3653'
2026-06-03 15:01:18 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Bewegung = '0.0007,0.0016,9.8114'
2026-06-03 15:01:18 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Gyro = '0.7803,0.3314,-0.616'
2026-06-03 15:01:18 | DEBUG    | mockup.publisher | MQTT publish: Sensor/Magnet = '18.2955,-5.9775,40.8528'
